fine_id,car_id,date,amount,status
206,25,2026-03-14,507.24516665936557,Не оплачен
207,469,2026-01-14,112.62412762072655,Оплачен
208,624,2026-02-28,837.6251311468238,Не оплачен
209,140,2026-05-11,964.8162990687288,Оплачен
210,1037,2026-04-01,498.0928312345756,Не оплачен
211,131,2026-03-08,367.5652170493479,Не оплачен
212,573,2026-04-27,211.24201325735208,Не оплачен
213,502,2026-05-21,522.4151567540368,Не оплачен
214,117,2026-04-24,366.24209527019616,Оплачен
215,665,2026-04-28,526.2213464339382,Не оплачен
216,832,2026-04-09,480.36432246781317,Оплачен
217,35,2026-04-19,275.64808897641035,Не оплачен
218,651,2026-02-14,572.4686021392997,Оплачен
219,927,2026-02-09,321.5498679980674,Оплачен
220,695,2026-05-04,333.8605760853961,Оплачен
221,823,2026-04-21,521.1293045277401,Не оплачен
222,522,2026-01-08,997.3507510818158,Не оплачен
223,1190,2026-03-29,803.2793505130298,Оплачен
224,193,2026-03-17,363.94161546729936,Не оплачен
225,248,2026-05-16,728.267562757444,Не оплачен
226,308,2026-01-12,968.4459380673537,Не оплачен
227,418,2026-03-26,129.3877916504331,Оплачен
228,776,2026-03-03,915.4235132225751,Оплачен
229,730,2026-01-01,743.3997763457851,Не оплачен
230,262,2026-04-12,129.20067770327975,Не оплачен
231,98,2026-05-18,819.3049122465628,Не оплачен
232,850,2026-02-17,208.1227438785073,Оплачен
233,1089,2026-01-19,531.3904141651508,Не оплачен
234,307,2026-01-14,715.2458543926001,Не оплачен
235,533,2026-05-27,184.04982538735544,Оплачен
236,426,2026-02-26,193.7669692714402,Оплачен
237,38,2026-02-21,140.2907711674008,Не оплачен
238,1139,2026-05-26,337.0440602982751,Не оплачен
239,879,2026-04-17,483.7180935257312,Не оплачен
240,284,2026-04-24,693.6508600434466,Не оплачен
241,1114,2026-03-25,515.7369572591278,Оплачен
242,369,2026-02-05,494.3724371513454,Не оплачен
243,154,2026-04-06,157.07691510469084,Не оплачен
244,459,2026-02-19,612.0457494385964,Оплачен
245,524,2026-01-11,320.0671449127383,Не оплачен
246,758,2026-02-27,231.88894496905783,Оплачен
247,51,2026-01-18,705.5788657769392,Оплачен
248,376,2026-05-10,680.0088796678108,Оплачен
249,209,2026-05-13,351.27553733548984,Не оплачен
250,991,2026-04-05,154.6843332278878,Оплачен
251,15,2026-01-19,861.7605484182619,Оплачен
252,888,2026-02-15,185.2870949409192,Оплачен
253,690,2026-02-15,185.92834590323912,Оплачен
254,168,2026-02-04,895.2182747139013,Оплачен
255,176,2026-01-03,234.81491556211532,Оплачен
256,120,2026-03-28,322.62825423654556,Не оплачен
257,987,2026-01-01,790.1761811542216,Не оплачен
258,769,2026-05-04,695.8828998524162,Не оплачен
259,645,2026-04-06,324.9129724422511,Не оплачен
260,953,2026-04-07,777.7014296835282,Не оплачен
261,770,2026-05-22,615.3065198685308,Оплачен
262,56,2026-02-18,108.51539679200748,Не оплачен
263,967,2026-03-11,980.7005039805063,Не оплачен
264,637,2026-04-04,121.45928042148073,Не оплачен
265,1027,2026-05-16,358.2972699822996,Оплачен
266,347,2026-01-25,711.7532485794904,Оплачен
267,710,2026-02-13,528.9424056446251,Оплачен
268,620,2026-02-15,768.3645681356237,Оплачен
269,388,2026-01-19,173.90708475056255,Не оплачен
270,179,2026-03-17,275.30325918722764,Не оплачен
271,1194,2026-03-17,852.0878799719392,Не оплачен
272,797,2026-05-12,703.5971543954059,Оплачен
273,312,2026-03-27,208.0243601683339,Не оплачен
274,649,2026-03-15,510.34544101609384,Не оплачен
275,390,2026-01-16,732.0039984634687,Не оплачен
276,177,2026-03-12,186.0967580794843,Не оплачен
277,1053,2026-02-16,873.9931238335596,Не оплачен
278,55,2026-02-07,668.7682233814696,Не оплачен
279,1184,2026-03-16,581.0877715798472,Оплачен
280,1049,2026-01-22,103.25943760233073,Оплачен
281,858,2026-01-21,286.94901888752537,Не оплачен
282,863,2026-05-06,680.5914763735,Оплачен
283,376,2026-01-22,509.0313621278457,Оплачен
284,874,2026-02-13,746.079587447244,Не оплачен
285,576,2026-02-16,630.453252618115,Оплачен
286,968,2026-01-04,207.1563496350348,Не оплачен
287,707,2026-04-26,276.3501744842596,Не оплачен
288,651,2026-05-01,955.3620908015082,Оплачен
289,695,2026-05-07,151.6037170398828,Оплачен
290,225,2026-01-21,379.7722707065182,Не оплачен
291,181,2026-05-05,776.4661074868197,Не оплачен
292,887,2026-04-11,269.13572941444266,Не оплачен
293,907,2026-04-12,313.8913602724705,Не оплачен
294,1054,2026-01-03,831.1503254366388,Не оплачен
295,230,2026-02-07,428.5091776398731,Не оплачен
296,431,2026-01-29,232.77189053109387,Оплачен
297,307,2026-04-13,769.7072106019987,Оплачен
298,1156,2026-05-08,524.1644296169678,Оплачен
299,160,2026-02-24,723.0755873250341,Не оплачен
300,1073,2026-04-24,831.6420778477369,Не оплачен
301,352,2026-04-11,246.5859554112283,Не оплачен
302,583,2026-01-15,602.915786159143,Не оплачен
303,813,2026-04-22,657.8067817473009,Оплачен
304,950,2026-05-18,176.29805030008504,Оплачен
305,84,2026-01-14,825.1182759089298,Оплачен
306,55,2026-05-09,558.0591838008025,Оплачен
307,690,2026-01-06,494.132892312228,Оплачен
308,163,2026-03-31,201.1841732512051,Оплачен
309,290,2026-05-06,747.270369295372,Оплачен
310,707,2026-03-02,264.34578735243883,Не оплачен
311,844,2026-03-06,319.5599398432909,Оплачен
312,749,2026-01-06,808.6035974997466,Оплачен
313,982,2026-01-30,717.6003931531733,Не оплачен
314,355,2026-02-17,433.4941109872096,Оплачен
315,623,2026-03-20,526.0862779452178,Оплачен
316,819,2026-02-15,883.2772595203963,Оплачен
317,498,2026-04-01,348.5835680006812,Не оплачен
318,1178,2026-02-15,372.2013948558099,Не оплачен
319,703,2026-02-24,178.22740361285423,Не оплачен
320,680,2026-04-04,635.1719813216039,Не оплачен
321,124,2026-05-13,446.43678065046987,Оплачен
322,573,2026-04-08,801.0039411754791,Оплачен
323,700,2026-03-26,241.37122658579122,Оплачен
324,216,2026-03-03,127.04269128720638,Не оплачен
325,915,2026-02-17,481.53421839877757,Не оплачен
326,68,2026-04-08,615.7578844833872,Оплачен
327,620,2026-05-19,731.0962905231113,Оплачен
328,620,2026-01-02,284.13959622681034,Оплачен
329,558,2026-01-16,843.8073069599902,Оплачен
330,757,2026-04-11,330.5391843119835,Оплачен
331,914,2026-03-25,668.1344140484708,Не оплачен
332,1106,2026-04-14,910.4129795523942,Не оплачен
333,672,2026-05-01,784.6311788196554,Не оплачен
334,913,2026-03-10,391.1527648847229,Не оплачен
335,189,2026-05-02,761.9401255081492,Не оплачен
336,980,2026-05-29,396.8602524938188,Не оплачен
337,216,2026-02-09,202.36811512983863,Не оплачен
338,159,2026-05-21,192.00214281482798,Не оплачен
339,547,2026-05-12,346.6131321480606,Оплачен
340,342,2026-01-15,617.523337524406,Не оплачен
341,14,2026-02-16,572.6171182166527,Не оплачен
342,1029,2026-02-08,782.0375519601887,Не оплачен
343,1163,2026-04-24,408.43219250739094,Не оплачен
344,795,2026-02-10,399.47762003841683,Не оплачен
345,982,2026-04-06,696.4178505458484,Не оплачен
346,387,2026-02-02,801.7396836424446,Оплачен
347,371,2026-05-27,708.7230033297533,Не оплачен
348,616,2026-04-07,150.1444171507643,Оплачен
349,375,2026-02-16,281.02888432570177,Оплачен
350,157,2026-05-15,152.9566042492932,Не оплачен
351,850,2026-04-21,646.701835478799,Не оплачен
352,880,2026-03-03,654.0931130168397,Оплачен
353,739,2026-04-15,969.0010669771399,Оплачен
354,1020,2026-04-08,446.0191390270487,Оплачен
355,399,2026-04-02,486.6099694533561,Оплачен
356,1137,2026-03-20,658.5406552158445,Оплачен
357,377,2026-01-19,536.2065113100584,Оплачен
358,43,2026-04-11,146.29738077599748,Оплачен
359,362,2026-05-02,727.3671531875796,Оплачен
360,395,2026-05-14,272.92791336084883,Оплачен
361,1191,2026-01-29,389.6996159779752,Не оплачен
362,972,2026-03-12,728.7247765730581,Не оплачен
363,711,2026-05-01,667.9315527231036,Не оплачен
364,988,2026-01-03,520.4764811264879,Не оплачен
365,1011,2026-04-01,386.2435959826119,Оплачен
366,654,2026-02-21,279.6764390044656,Оплачен
367,1092,2026-01-12,683.6453595952217,Не оплачен
368,12,2026-03-06,532.4790919529696,Не оплачен
369,1158,2026-02-09,609.325345438097,Не оплачен
370,1126,2026-01-07,430.13438319110384,Оплачен
371,1082,2026-03-17,140.32110877910478,Не оплачен
372,448,2026-02-12,685.3389255348073,Оплачен
373,424,2026-03-28,493.7665048798728,Оплачен
374,646,2026-01-12,226.55461517226797,Не оплачен
375,295,2026-02-20,462.00466171600107,Не оплачен
376,533,2026-02-02,554.7108012364916,Не оплачен
377,419,2026-01-20,899.1512891165488,Не оплачен
378,579,2026-02-02,128.10886506541578,Не оплачен
379,865,2026-04-21,493.0066691555147,Не оплачен
380,686,2026-01-05,654.772227061891,Не оплачен
381,423,2026-01-04,685.8024657638945,Оплачен
382,444,2026-05-19,187.6939073357566,Оплачен
383,775,2026-05-26,478.0456377992286,Оплачен
384,664,2026-02-26,883.4298882548914,Оплачен
385,1023,2026-02-07,646.6406715179855,Не оплачен
386,712,2026-03-17,546.8806311995875,Оплачен
387,1090,2026-01-04,659.8911612066615,Оплачен
388,260,2026-05-27,367.96028448731266,Оплачен
389,858,2026-03-08,405.1477018854689,Оплачен
390,164,2026-01-31,101.20895830217982,Оплачен
391,491,2026-01-31,410.0798399139259,Оплачен
392,495,2026-01-17,462.24946404233503,Оплачен
393,565,2026-04-07,638.8912071603147,Не оплачен
394,492,2026-01-27,517.5625468993416,Не оплачен
395,435,2026-01-23,580.073744125755,Оплачен
396,249,2026-03-24,871.3350143055728,Оплачен
397,1128,2026-04-28,895.8432879128226,Оплачен
398,1080,2026-02-07,690.8287240641854,Не оплачен
399,721,2026-03-30,789.6618163313351,Оплачен
400,673,2026-03-13,461.6294193763244,Оплачен
401,18,2026-01-21,428.3422235135661,Оплачен
402,735,2026-05-08,592.0737601175337,Не оплачен
403,1065,2026-02-15,773.5254682026276,Оплачен
404,757,2026-01-21,418.13801543986716,Оплачен
405,443,2026-05-18,645.8818064945856,Не оплачен
406,245,2026-01-02,422.7113093786327,Не оплачен
407,1015,2026-02-26,538.3155706962896,Оплачен
408,442,2026-04-27,242.8027737379204,Не оплачен
409,548,2026-04-19,718.3110110139766,Оплачен
410,704,2026-01-14,159.9055456224466,Оплачен
411,1159,2026-01-17,671.3197713811855,Не оплачен
412,576,2026-01-14,797.1843303244545,Не оплачен
413,987,2026-02-23,665.9750717153348,Не оплачен
414,639,2026-01-06,545.5182391769358,Оплачен
415,825,2026-03-08,572.8637798686104,Не оплачен
416,1165,2026-04-12,483.640833948948,Не оплачен
417,730,2026-04-16,801.7788113529424,Оплачен
418,596,2026-03-01,190.25032905999586,Не оплачен
419,518,2026-01-18,130.8727413847455,Оплачен
420,1019,2026-04-30,317.74675067942223,Не оплачен
421,1048,2026-01-21,422.1707769145594,Не оплачен
422,115,2026-01-01,442.38923357184075,Не оплачен
423,854,2026-05-16,619.0812427800953,Не оплачен
424,89,2026-04-20,927.429573832423,Не оплачен
425,632,2026-04-02,577.7893097318591,Оплачен
426,1128,2026-03-24,878.5062377396905,Не оплачен
427,181,2026-01-13,939.1109951673243,Не оплачен
428,203,2026-03-15,561.5676072229968,Не оплачен
429,446,2026-01-11,548.9573886410526,Не оплачен
430,1071,2026-04-06,290.14097765128287,Оплачен
431,670,2026-04-27,518.9746056519368,Оплачен
432,17,2026-05-23,922.7997106545057,Не оплачен
433,558,2026-01-15,417.89894633651414,Оплачен
434,817,2026-05-08,740.3248459353853,Не оплачен
435,24,2026-03-11,222.48576527890953,Оплачен
436,1107,2026-02-28,314.5739736562191,Не оплачен
437,748,2026-02-16,286.32076835961936,Оплачен
438,867,2026-05-07,774.5714471140012,Оплачен
439,993,2026-04-22,943.944789676453,Не оплачен
440,511,2026-05-19,682.1026777096848,Оплачен
441,1115,2026-04-18,564.1513448963316,Оплачен
442,85,2026-02-11,968.4558827987715,Оплачен
443,119,2026-04-19,646.2742124654125,Не оплачен
444,1167,2026-03-25,896.3004151885623,Не оплачен
445,751,2026-05-09,471.6877869718661,Оплачен
446,299,2026-01-04,335.13064502582733,Не оплачен
447,956,2026-03-10,123.05841280355551,Не оплачен
448,1039,2026-03-09,828.9993917290252,Не оплачен
449,318,2026-02-19,956.4550426669747,Не оплачен
450,633,2026-03-17,302.2379986274534,Не оплачен
451,717,2026-01-05,903.3038040066755,Не оплачен
452,453,2026-01-06,346.55103143419035,Оплачен
453,504,2026-01-20,788.3365775210954,Не оплачен
454,885,2026-01-15,610.3508153513021,Не оплачен
455,486,2026-02-27,375.8862138712677,Не оплачен
456,1186,2026-01-07,465.81295095096567,Не оплачен
457,127,2026-01-14,696.2243944340194,Не оплачен
458,328,2026-01-20,133.95849155087603,Не оплачен
459,561,2026-03-04,876.4302699827687,Не оплачен
460,514,2026-02-04,646.0621011996609,Не оплачен
461,795,2026-03-09,840.3429831748786,Не оплачен
462,263,2026-03-11,637.4813591748953,Оплачен
463,791,2026-04-09,504.48165550192937,Оплачен
464,608,2026-02-03,933.3433484061475,Не оплачен
465,887,2026-03-09,107.78489795907473,Не оплачен
466,1195,2026-04-11,802.6639089084035,Не оплачен
467,339,2026-04-12,573.6564461184958,Оплачен
468,849,2026-05-15,623.6416226879455,Оплачен
469,671,2026-02-06,840.40212562976,Оплачен
470,442,2026-04-07,122.5470108683021,Оплачен
471,552,2026-02-26,254.1529861028102,Оплачен
472,538,2026-05-15,194.95810346597466,Оплачен
473,115,2026-03-01,474.80435327950784,Не оплачен
474,1158,2026-02-13,612.9783764633113,Не оплачен
475,412,2026-03-11,354.94186173301745,Не оплачен
476,1129,2026-04-27,548.0434727120486,Не оплачен
477,921,2026-05-22,152.6814018727391,Не оплачен
478,505,2026-03-30,857.7718170451284,Оплачен
479,1083,2026-03-23,754.5473702827614,Оплачен
480,663,2026-05-23,258.95993196323866,Оплачен
481,970,2026-05-29,566.3017456860039,Оплачен
482,433,2026-02-28,919.314455651218,Не оплачен
483,328,2026-01-02,521.4342208032895,Оплачен
484,434,2026-04-10,551.5380717134391,Не оплачен
485,1019,2026-03-11,996.8980018741121,Оплачен
486,436,2026-03-21,759.437684701686,Оплачен
487,469,2026-05-26,267.7953702594993,Оплачен
488,577,2026-04-06,696.8594839342795,Оплачен
489,464,2026-02-28,848.656734549893,Оплачен
490,353,2026-02-04,678.855605117251,Не оплачен
491,367,2026-01-17,322.8168247170381,Не оплачен
492,1190,2026-01-27,124.42065537008142,Не оплачен
493,226,2026-05-09,746.43790464869,Оплачен
494,667,2026-03-13,299.7481135325391,Не оплачен
495,227,2026-04-09,559.3152028292968,Не оплачен
496,593,2026-04-23,976.3107707428621,Оплачен
497,519,2026-01-07,210.94761354961702,Не оплачен
498,788,2026-01-26,809.381305740427,Оплачен
499,115,2026-01-28,495.0694628656664,Не оплачен
500,314,2026-02-20,109.49151886884222,Оплачен
501,510,2026-04-05,298.2607599430297,Не оплачен
502,802,2026-02-03,699.1294649601997,Не оплачен
503,1031,2026-01-29,868.4535465677819,Оплачен
504,160,2026-03-11,535.1094802117206,Не оплачен
505,1145,2026-02-15,522.3855574131738,Не оплачен
506,671,2026-01-16,256.4002275256845,Оплачен
507,351,2026-04-28,440.7570399442942,Оплачен
508,169,2026-03-27,672.1132452441153,Оплачен
509,571,2026-02-21,646.1316404216883,Оплачен
510,340,2026-05-24,315.11740887675415,Оплачен
511,26,2026-05-16,990.2403936672954,Не оплачен
512,677,2026-02-02,667.4761450706677,Оплачен
513,1084,2026-03-04,328.1055081453526,Не оплачен
514,628,2026-03-05,308.2455685739974,Не оплачен
515,851,2026-01-19,670.4284226235526,Оплачен
516,1167,2026-05-22,260.0671138509909,Оплачен
517,620,2026-05-22,352.04033807164006,Оплачен
518,1071,2026-02-24,494.16378846381235,Оплачен
519,103,2026-04-23,374.4034148247256,Оплачен
520,297,2026-01-19,616.5537257825825,Не оплачен
521,659,2026-04-22,735.7106547121143,Не оплачен
522,86,2026-04-13,936.7512936638099,Не оплачен
523,986,2026-02-05,418.488727578733,Не оплачен
524,656,2026-01-14,397.3866399441309,Оплачен
525,363,2026-04-08,734.2783454206308,Не оплачен
526,492,2026-02-16,939.2448143190051,Не оплачен
527,321,2026-02-17,632.4814200266561,Оплачен
528,1057,2026-02-11,281.96704689853004,Не оплачен
529,1046,2026-03-11,839.523391235544,Не оплачен
530,1086,2026-01-25,853.1988451727577,Не оплачен
531,779,2026-04-11,268.88712533646833,Не оплачен
532,1013,2026-03-01,874.6108848741878,Оплачен
533,493,2026-05-09,985.1665347403919,Не оплачен
534,36,2026-02-09,500.132528308235,Оплачен
535,985,2026-05-22,495.7071307986084,Не оплачен
536,1059,2026-04-30,348.0646466754446,Оплачен
537,83,2026-05-04,650.4595710017702,Оплачен
538,1006,2026-01-29,492.0945803625853,Оплачен
539,39,2026-01-21,315.2606684129869,Оплачен
540,201,2026-04-19,534.4229700427227,Не оплачен
541,707,2026-01-13,531.0634649704315,Оплачен
542,327,2026-01-24,463.4770766024717,Оплачен
543,68,2026-01-27,331.52423324388735,Не оплачен
544,28,2026-03-24,731.4635244986644,Оплачен
545,824,2026-04-18,222.8701448663669,Не оплачен
