policy_id,car_id,company,start_date,end_date,cost
47,394,Т-Страхование,2025-05-15 15:17:33.037592,2026-05-15 15:17:33.037592,15176
48,288,Росгосстрах,2025-09-15 12:30:36.758343,2026-09-15 12:30:36.758343,23706
49,466,Ингосстрах,2024-07-28 17:36:35.921554,2025-07-28 17:36:35.921554,8889
50,466,Т-Страхование,2025-07-28 17:36:35.921554,2026-07-28 17:36:35.921554,8306
51,557,РЕСО-Гарантия,2025-05-21 12:15:02.160071,2026-05-21 12:15:02.160071,21897
52,557,АльфаСтрахование,2026-05-21 12:15:02.160071,2027-05-21 12:15:02.160071,13816
53,365,ВСК,2025-11-30 13:31:26.669039,2026-11-30 13:31:26.669039,18271
54,459,Т-Страхование,2025-08-02 13:16:46.050428,2026-08-02 13:16:46.050428,6338
55,361,Росгосстрах,2026-05-06 02:20:19.707947,2027-05-06 02:20:19.707947,12654
56,51,Т-Страхование,2025-05-24 22:53:27.802570,2026-05-24 22:53:27.802570,20933
57,548,АльфаСтрахование,2025-07-01 11:05:04.743732,2026-07-01 11:05:04.743732,8704
58,871,РЕСО-Гарантия,2025-09-10 01:25:29.330073,2026-09-10 01:25:29.330073,6186
59,827,АльфаСтрахование,2025-07-28 22:03:53.600297,2026-07-28 22:03:53.600297,9176
60,756,Ингосстрах,2025-10-12 14:17:36.434519,2026-10-12 14:17:36.434519,17668
61,618,Т-Страхование,2024-07-11 17:34:10.167501,2025-07-11 17:34:10.167501,23459
62,618,Росгосстрах,2025-07-11 17:34:10.167501,2026-07-11 17:34:10.167501,13252
63,996,ВСК,2025-05-03 05:44:18.880324,2026-05-03 05:44:18.880324,6017
64,996,Ингосстрах,2026-05-03 05:44:18.880324,2027-05-03 05:44:18.880324,13522
65,15,Т-Страхование,2024-11-03 23:41:37.027711,2025-11-03 23:41:37.027711,24330
66,15,ВСК,2025-11-03 23:41:37.027711,2026-11-03 23:41:37.027711,23315
67,412,Ингосстрах,2026-05-26 00:06:50.062304,2027-05-26 00:06:50.062304,15290
68,1022,Росгосстрах,2024-02-21 02:27:15.676031,2025-02-20 02:27:15.676031,19185
69,1022,ВСК,2025-02-20 02:27:15.676031,2026-02-20 02:27:15.676031,9338
70,1022,ВСК,2026-02-20 02:27:15.676031,2027-02-20 02:27:15.676031,20259
71,1123,ВСК,2024-09-17 08:52:26.888527,2025-09-17 08:52:26.888527,5708
72,1123,ВСК,2025-09-17 08:52:26.888527,2026-09-17 08:52:26.888527,5407
73,497,РЕСО-Гарантия,2026-02-28 19:07:51.139049,2027-02-28 19:07:51.139049,5767
74,979,Росгосстрах,2025-01-26 21:38:44.437338,2026-01-26 21:38:44.437338,23562
75,979,Т-Страхование,2026-01-26 21:38:44.437338,2027-01-26 21:38:44.437338,18533
76,870,АльфаСтрахование,2026-05-10 07:21:21.451756,2027-05-10 07:21:21.451756,15074
77,759,РЕСО-Гарантия,2026-01-17 23:41:42.977571,2027-01-17 23:41:42.977571,18402
78,754,Росгосстрах,2025-08-29 22:21:19.346626,2026-08-29 22:21:19.346626,23366
79,235,РЕСО-Гарантия,2024-09-10 19:44:52.395370,2025-09-10 19:44:52.395370,19627
80,235,Ингосстрах,2025-09-10 19:44:52.395370,2026-09-10 19:44:52.395370,9075
81,693,АльфаСтрахование,2026-03-16 19:36:34.642617,2027-03-16 19:36:34.642617,22983
82,355,Ингосстрах,2024-02-27 06:21:53.240464,2025-02-26 06:21:53.240464,7445
83,355,Росгосстрах,2025-02-26 06:21:53.240464,2026-02-26 06:21:53.240464,13146
84,355,Ингосстрах,2026-02-26 06:21:53.240464,2027-02-26 06:21:53.240464,8368
85,323,ВСК,2023-12-16 15:36:43.719314,2024-12-15 15:36:43.719314,16943
86,323,АльфаСтрахование,2024-12-15 15:36:43.719314,2025-12-15 15:36:43.719314,11839
87,323,АльфаСтрахование,2025-12-15 15:36:43.719314,2026-12-15 15:36:43.719314,17940
88,89,Ингосстрах,2025-05-26 19:04:02.646813,2026-05-26 19:04:02.646813,8249
89,379,ВСК,2025-11-08 09:29:10.177953,2026-11-08 09:29:10.177953,17449
90,888,Т-Страхование,2024-07-15 02:00:02.841619,2025-07-15 02:00:02.841619,14979
91,888,Т-Страхование,2025-07-15 02:00:02.841619,2026-07-15 02:00:02.841619,7568
92,421,Т-Страхование,2026-02-15 06:14:43.519156,2027-02-15 06:14:43.519156,17844
93,426,РЕСО-Гарантия,2025-07-14 08:43:07.496165,2026-07-14 08:43:07.496165,15127
94,954,РЕСО-Гарантия,2026-01-12 10:59:40.177448,2027-01-12 10:59:40.177448,11391
95,717,РЕСО-Гарантия,2025-05-05 19:19:31.644064,2026-05-05 19:19:31.644064,9760
96,717,РЕСО-Гарантия,2026-05-05 19:19:31.644064,2027-05-05 19:19:31.644064,18327
97,401,Росгосстрах,2025-08-14 20:10:55.235748,2026-08-14 20:10:55.235748,13970
98,1147,Росгосстрах,2024-05-12 19:43:25.283756,2025-05-12 19:43:25.283756,8394
99,1147,Росгосстрах,2025-05-12 19:43:25.283756,2026-05-12 19:43:25.283756,21486
100,1007,РЕСО-Гарантия,2025-01-06 02:04:16.105548,2026-01-06 02:04:16.105548,9660
101,1007,Т-Страхование,2026-01-06 02:04:16.105548,2027-01-06 02:04:16.105548,12803
102,972,Т-Страхование,2026-01-06 07:42:58.598286,2027-01-06 07:42:58.598286,5063
103,227,РЕСО-Гарантия,2025-09-23 10:11:01.677486,2026-09-23 10:11:01.677486,22794
104,304,АльфаСтрахование,2026-05-09 15:41:26.723688,2027-05-09 15:41:26.723688,12829
105,445,Т-Страхование,2025-11-17 04:22:39.868555,2026-11-17 04:22:39.868555,10826
106,145,РЕСО-Гарантия,2025-05-28 00:12:13.122841,2026-05-28 00:12:13.122841,8895
107,106,Т-Страхование,2025-12-02 22:05:56.622427,2026-12-02 22:05:56.622427,22977
108,510,Росгосстрах,2023-09-16 21:03:45.314976,2024-09-15 21:03:45.314976,11291
109,510,Т-Страхование,2024-09-15 21:03:45.314976,2025-09-15 21:03:45.314976,22217
110,510,Ингосстрах,2025-09-15 21:03:45.314976,2026-09-15 21:03:45.314976,18298
111,516,ВСК,2024-11-04 20:21:10.127137,2025-11-04 20:21:10.127137,5607
112,516,Росгосстрах,2025-11-04 20:21:10.127137,2026-11-04 20:21:10.127137,9555
113,137,Ингосстрах,2025-11-03 03:26:53.993255,2026-11-03 03:26:53.993255,19128
114,380,Ингосстрах,2025-05-08 03:25:24.319265,2026-05-08 03:25:24.319265,6378
115,76,АльфаСтрахование,2025-04-01 05:37:41.782240,2026-04-01 05:37:41.782240,7322
116,76,АльфаСтрахование,2026-04-01 05:37:41.782240,2027-04-01 05:37:41.782240,17481
117,910,ВСК,2025-09-20 02:56:50.150773,2026-09-20 02:56:50.150773,9607
118,212,ВСК,2024-10-16 06:35:34.316547,2025-10-16 06:35:34.316547,24591
119,212,РЕСО-Гарантия,2025-10-16 06:35:34.316547,2026-10-16 06:35:34.316547,16164
120,1163,ВСК,2026-04-22 13:57:30.920620,2027-04-22 13:57:30.920620,9095
121,800,РЕСО-Гарантия,2026-04-27 13:00:29.648878,2027-04-27 13:00:29.648878,19649
122,828,РЕСО-Гарантия,2026-05-28 08:30:12.762304,2027-05-28 08:30:12.762304,20055
123,1187,Росгосстрах,2025-10-30 12:56:14.788261,2026-10-30 12:56:14.788261,19655
124,259,Росгосстрах,2025-05-22 02:58:53.257354,2026-05-22 02:58:53.257354,11350
125,133,АльфаСтрахование,2025-03-19 10:42:59.360522,2026-03-19 10:42:59.360522,21732
126,133,АльфаСтрахование,2026-03-19 10:42:59.360522,2027-03-19 10:42:59.360522,6395
127,646,ВСК,2025-10-01 18:16:35.363847,2026-10-01 18:16:35.363847,10424
128,25,Т-Страхование,2026-05-11 23:44:15.369783,2027-05-11 23:44:15.369783,21682
129,444,АльфаСтрахование,2025-08-20 19:24:29.019420,2026-08-20 19:24:29.019420,6015
130,999,Росгосстрах,2025-03-06 00:47:30.330996,2026-03-06 00:47:30.330996,10890
131,999,Ингосстрах,2026-03-06 00:47:30.330996,2027-03-06 00:47:30.330996,18374
132,446,Т-Страхование,2024-05-11 23:36:39.098005,2025-05-11 23:36:39.098005,23235
133,446,Ингосстрах,2025-05-11 23:36:39.098005,2026-05-11 23:36:39.098005,20319
134,286,ВСК,2025-05-07 04:05:34.020203,2026-05-07 04:05:34.020203,16047
135,287,РЕСО-Гарантия,2025-07-20 11:40:26.317019,2026-07-20 11:40:26.317019,20289
136,515,РЕСО-Гарантия,2026-02-04 10:09:45.286391,2027-02-04 10:09:45.286391,7261
137,171,Т-Страхование,2024-09-15 08:23:48.821856,2025-09-15 08:23:48.821856,7807
138,171,Т-Страхование,2025-09-15 08:23:48.821856,2026-09-15 08:23:48.821856,7266
139,126,Росгосстрах,2025-12-09 12:29:54.178163,2026-12-09 12:29:54.178163,6395
140,807,Росгосстрах,2024-11-26 08:34:37.153383,2025-11-26 08:34:37.153383,16060
141,807,Росгосстрах,2025-11-26 08:34:37.153383,2026-11-26 08:34:37.153383,6680
142,152,Т-Страхование,2026-04-07 12:44:39.958615,2027-04-07 12:44:39.958615,22131
143,281,Росгосстрах,2025-05-24 23:36:12.553661,2026-05-24 23:36:12.553661,21542
144,1079,Т-Страхование,2025-01-02 19:43:59.181043,2026-01-02 19:43:59.181043,12580
145,1079,Т-Страхование,2026-01-02 19:43:59.181043,2027-01-02 19:43:59.181043,22002
146,194,Ингосстрах,2025-05-17 05:49:29.704041,2026-05-17 05:49:29.704041,13164
147,194,Ингосстрах,2026-05-17 05:49:29.704041,2027-05-17 05:49:29.704041,8642
148,987,ВСК,2025-11-29 07:54:37.821000,2026-11-29 07:54:37.821000,12171
149,496,Ингосстрах,2025-05-02 12:43:24.003745,2026-05-02 12:43:24.003745,8198
150,532,Ингосстрах,2025-11-01 13:26:21.151682,2026-11-01 13:26:21.151682,24151
151,1062,АльфаСтрахование,2026-04-08 22:18:38.963921,2027-04-08 22:18:38.963921,9910
152,1010,Т-Страхование,2026-04-04 17:10:59.406538,2027-04-04 17:10:59.406538,22117
153,252,Ингосстрах,2024-09-29 10:30:35.440263,2025-09-29 10:30:35.440263,5656
154,252,АльфаСтрахование,2025-09-29 10:30:35.440263,2026-09-29 10:30:35.440263,15249
155,602,Ингосстрах,2025-06-14 08:35:39.614570,2026-06-14 08:35:39.614570,7316
156,1118,ВСК,2026-04-17 10:39:45.324589,2027-04-17 10:39:45.324589,13636
157,719,Т-Страхование,2023-12-27 18:14:03.283178,2024-12-26 18:14:03.283178,17903
158,719,Т-Страхование,2024-12-26 18:14:03.283178,2025-12-26 18:14:03.283178,18510
159,719,ВСК,2025-12-26 18:14:03.283178,2026-12-26 18:14:03.283178,19623
160,14,Ингосстрах,2023-05-24 14:57:36.651042,2024-05-23 14:57:36.651042,6093
161,14,Ингосстрах,2024-05-23 14:57:36.651042,2025-05-23 14:57:36.651042,5395
162,14,АльфаСтрахование,2025-05-23 14:57:36.651042,2026-05-23 14:57:36.651042,5194
163,681,Т-Страхование,2025-11-23 01:45:03.175046,2026-11-23 01:45:03.175046,12817
164,39,РЕСО-Гарантия,2025-08-04 22:24:48.374601,2026-08-04 22:24:48.374601,24349
165,236,Ингосстрах,2026-02-08 10:30:05.400309,2027-02-08 10:30:05.400309,20567
166,850,Ингосстрах,2024-09-06 16:35:44.869692,2025-09-06 16:35:44.869692,7504
167,850,Т-Страхование,2025-09-06 16:35:44.869692,2026-09-06 16:35:44.869692,12973
168,1113,Росгосстрах,2025-05-23 02:13:31.456933,2026-05-23 02:13:31.456933,15018
169,567,АльфаСтрахование,2025-10-21 07:05:29.731616,2026-10-21 07:05:29.731616,7622
170,832,Росгосстрах,2025-05-19 17:32:23.664590,2026-05-19 17:32:23.664590,20121
171,832,АльфаСтрахование,2026-05-19 17:32:23.664590,2027-05-19 17:32:23.664590,12186
172,923,Ингосстрах,2024-06-07 13:36:41.287193,2025-06-07 13:36:41.287193,19899
173,923,ВСК,2025-06-07 13:36:41.287193,2026-06-07 13:36:41.287193,21304
174,677,Росгосстрах,2025-08-26 10:38:58.043271,2026-08-26 10:38:58.043271,18333
175,455,Т-Страхование,2025-08-29 01:14:45.394196,2026-08-29 01:14:45.394196,6390
176,949,ВСК,2025-02-27 20:53:03.474938,2026-02-27 20:53:03.474938,18522
177,949,АльфаСтрахование,2026-02-27 20:53:03.474938,2027-02-27 20:53:03.474938,11891
178,581,Росгосстрах,2025-08-11 15:32:31.312743,2026-08-11 15:32:31.312743,5292
179,1087,Росгосстрах,2024-10-10 01:42:41.942625,2025-10-10 01:42:41.942625,19033
180,1087,ВСК,2025-10-10 01:42:41.942625,2026-10-10 01:42:41.942625,11140
181,143,Т-Страхование,2023-12-26 15:41:07.163962,2024-12-25 15:41:07.163962,17982
182,143,РЕСО-Гарантия,2024-12-25 15:41:07.163962,2025-12-25 15:41:07.163962,7456
183,143,Ингосстрах,2025-12-25 15:41:07.163962,2026-12-25 15:41:07.163962,22536
184,181,ВСК,2024-10-05 17:44:21.087428,2025-10-05 17:44:21.087428,11281
185,181,Т-Страхование,2025-10-05 17:44:21.087428,2026-10-05 17:44:21.087428,21324
186,289,РЕСО-Гарантия,2024-07-07 14:31:47.113378,2025-07-07 14:31:47.113378,7526
187,289,ВСК,2025-07-07 14:31:47.113378,2026-07-07 14:31:47.113378,7656
188,1071,Росгосстрах,2024-03-03 08:17:49.080374,2025-03-03 08:17:49.080374,19868
189,1071,АльфаСтрахование,2025-03-03 08:17:49.080374,2026-03-03 08:17:49.080374,21205
190,1071,Т-Страхование,2026-03-03 08:17:49.080374,2027-03-03 08:17:49.080374,21315
191,1028,Ингосстрах,2024-12-23 12:46:18.318837,2025-12-23 12:46:18.318837,15916
192,1028,Росгосстрах,2025-12-23 12:46:18.318837,2026-12-23 12:46:18.318837,5626
193,352,Росгосстрах,2025-09-13 07:27:56.661853,2026-09-13 07:27:56.661853,24421
194,420,Ингосстрах,2025-12-18 19:58:32.577377,2026-12-18 19:58:32.577377,24914
195,568,Ингосстрах,2026-02-01 10:04:55.543044,2027-02-01 10:04:55.543044,21296
196,344,Т-Страхование,2025-06-10 19:12:40.211235,2026-06-10 19:12:40.211235,24899
197,40,Ингосстрах,2025-03-24 13:40:12.474390,2026-03-24 13:40:12.474390,16133
198,40,РЕСО-Гарантия,2026-03-24 13:40:12.474390,2027-03-24 13:40:12.474390,21117
199,384,Ингосстрах,2025-11-28 11:44:52.573898,2026-11-28 11:44:52.573898,15417
200,1016,ВСК,2026-05-03 03:25:39.920891,2027-05-03 03:25:39.920891,21670
201,318,РЕСО-Гарантия,2025-07-13 05:30:12.888079,2026-07-13 05:30:12.888079,19718
202,733,РЕСО-Гарантия,2025-04-29 10:25:34.424474,2026-04-29 10:25:34.424474,14174
203,733,Ингосстрах,2026-04-29 10:25:34.424474,2027-04-29 10:25:34.424474,9061
204,10,РЕСО-Гарантия,2026-04-13 03:32:51.936569,2027-04-13 03:32:51.936569,14109
205,1013,Росгосстрах,2026-01-11 17:23:03.809726,2027-01-11 17:23:03.809726,11714
206,725,Росгосстрах,2026-05-13 12:05:33.191079,2027-05-13 12:05:33.191079,12208
207,849,Ингосстрах,2024-09-03 07:46:18.990591,2025-09-03 07:46:18.990591,10844
208,849,Росгосстрах,2025-09-03 07:46:18.990591,2026-09-03 07:46:18.990591,11514
209,788,Ингосстрах,2025-09-10 15:43:50.324743,2026-09-10 15:43:50.324743,15087
210,797,Росгосстрах,2025-07-09 21:32:11.942419,2026-07-09 21:32:11.942419,15508
211,695,Росгосстрах,2025-02-19 03:24:15.198552,2026-02-19 03:24:15.198552,17941
212,695,АльфаСтрахование,2026-02-19 03:24:15.198552,2027-02-19 03:24:15.198552,5307
213,848,Т-Страхование,2026-04-04 04:42:53.919070,2027-04-04 04:42:53.919070,22273
214,836,Росгосстрах,2023-07-02 11:04:53.670178,2024-07-01 11:04:53.670178,24387
215,836,Т-Страхование,2024-07-01 11:04:53.670178,2025-07-01 11:04:53.670178,22769
216,836,Росгосстрах,2025-07-01 11:04:53.670178,2026-07-01 11:04:53.670178,19633
217,983,Ингосстрах,2025-10-30 05:53:15.700728,2026-10-30 05:53:15.700728,8757
218,561,Росгосстрах,2025-05-31 05:31:20.443367,2026-05-31 05:31:20.443367,9228
219,561,РЕСО-Гарантия,2026-05-31 05:31:20.443367,2027-05-31 05:31:20.443367,13595
220,219,Т-Страхование,2025-10-27 07:55:38.235811,2026-10-27 07:55:38.235811,22622
221,893,РЕСО-Гарантия,2025-07-13 20:52:22.291343,2026-07-13 20:52:22.291343,12110
222,80,ВСК,2025-11-28 03:23:11.168815,2026-11-28 03:23:11.168815,7438
223,351,РЕСО-Гарантия,2025-12-26 16:41:59.038933,2026-12-26 16:41:59.038933,13114
224,249,Т-Страхование,2025-03-25 14:12:57.679295,2026-03-25 14:12:57.679295,19599
225,249,АльфаСтрахование,2026-03-25 14:12:57.679295,2027-03-25 14:12:57.679295,9900
226,1197,РЕСО-Гарантия,2025-10-10 10:06:50.146343,2026-10-10 10:06:50.146343,18567
227,26,АльфаСтрахование,2026-04-30 17:14:00.404986,2027-04-30 17:14:00.404986,16126
228,177,Росгосстрах,2025-10-02 16:43:18.413294,2026-10-02 16:43:18.413294,14817
229,370,Росгосстрах,2024-05-22 03:53:34.537965,2025-05-22 03:53:34.537965,11302
230,370,Росгосстрах,2025-05-22 03:53:34.537965,2026-05-22 03:53:34.537965,13337
231,538,Ингосстрах,2024-07-19 19:06:25.537061,2025-07-19 19:06:25.537061,14194
232,538,ВСК,2025-07-19 19:06:25.537061,2026-07-19 19:06:25.537061,6687
233,720,Т-Страхование,2024-06-14 09:46:23.424564,2025-06-14 09:46:23.424564,20939
234,720,Т-Страхование,2025-06-14 09:46:23.424564,2026-06-14 09:46:23.424564,11708
235,228,АльфаСтрахование,2026-03-23 14:10:16.221721,2027-03-23 14:10:16.221721,6372
236,474,РЕСО-Гарантия,2026-05-28 13:19:02.493505,2027-05-28 13:19:02.493505,14391
237,217,ВСК,2026-03-08 09:49:16.971818,2027-03-08 09:49:16.971818,23880
238,1042,АльфаСтрахование,2025-01-04 00:50:09.525788,2026-01-04 00:50:09.525788,8780
239,1042,Росгосстрах,2026-01-04 00:50:09.525788,2027-01-04 00:50:09.525788,17105
240,277,Т-Страхование,2024-11-15 09:46:53.788641,2025-11-15 09:46:53.788641,5397
241,277,ВСК,2025-11-15 09:46:53.788641,2026-11-15 09:46:53.788641,16193
242,560,Ингосстрах,2025-05-25 18:49:29.034711,2026-05-25 18:49:29.034711,18674
243,1021,Т-Страхование,2026-05-11 03:04:31.965006,2027-05-11 03:04:31.965006,5777
244,31,ВСК,2023-11-04 09:40:09.797381,2024-11-03 09:40:09.797381,23516
245,31,АльфаСтрахование,2024-11-03 09:40:09.797381,2025-11-03 09:40:09.797381,18631
246,31,ВСК,2025-11-03 09:40:09.797381,2026-11-03 09:40:09.797381,6051
247,1200,Т-Страхование,2025-12-27 01:07:54.217583,2026-12-27 01:07:54.217583,15375
248,940,Росгосстрах,2024-10-30 06:30:14.045070,2025-10-30 06:30:14.045070,23269
249,940,Ингосстрах,2025-10-30 06:30:14.045070,2026-10-30 06:30:14.045070,10419
250,933,Ингосстрах,2026-02-06 03:04:09.579552,2027-02-06 03:04:09.579552,19458
251,648,АльфаСтрахование,2026-01-10 04:59:48.981147,2027-01-10 04:59:48.981147,20241
252,808,Т-Страхование,2025-12-16 09:56:40.046776,2026-12-16 09:56:40.046776,13489
253,1135,Ингосстрах,2024-12-13 10:24:59.403826,2025-12-13 10:24:59.403826,6771
254,1135,АльфаСтрахование,2025-12-13 10:24:59.403826,2026-12-13 10:24:59.403826,11820
255,973,ВСК,2024-08-03 08:55:11.239335,2025-08-03 08:55:11.239335,23515
256,973,АльфаСтрахование,2025-08-03 08:55:11.239335,2026-08-03 08:55:11.239335,14796
257,378,ВСК,2025-12-14 11:42:49.507455,2026-12-14 11:42:49.507455,20884
258,90,Росгосстрах,2025-05-02 20:15:00.732672,2026-05-02 20:15:00.732672,13396
259,90,Т-Страхование,2026-05-02 20:15:00.732672,2027-05-02 20:15:00.732672,15918
260,860,Ингосстрах,2025-10-26 01:23:52.347193,2026-10-26 01:23:52.347193,18768
261,1157,Т-Страхование,2025-11-03 13:35:52.158288,2026-11-03 13:35:52.158288,14926
262,1036,Ингосстрах,2026-03-22 10:54:27.804144,2027-03-22 10:54:27.804144,7217
263,1168,АльфаСтрахование,2024-12-06 11:19:53.676182,2025-12-06 11:19:53.676182,6805
264,1168,РЕСО-Гарантия,2025-12-06 11:19:53.676182,2026-12-06 11:19:53.676182,9766
265,991,Т-Страхование,2025-05-18 05:48:24.514453,2026-05-18 05:48:24.514453,20455
266,114,Росгосстрах,2026-03-11 07:47:02.675618,2027-03-11 07:47:02.675618,18089
267,306,Росгосстрах,2024-12-27 05:26:22.155086,2025-12-27 05:26:22.155086,8967
268,306,АльфаСтрахование,2025-12-27 05:26:22.155086,2026-12-27 05:26:22.155086,17630
269,1122,Ингосстрах,2025-04-30 22:09:09.639789,2026-04-30 22:09:09.639789,9171
270,507,ВСК,2025-10-11 15:25:06.403404,2026-10-11 15:25:06.403404,14804
271,237,РЕСО-Гарантия,2025-07-12 13:49:17.328927,2026-07-12 13:49:17.328927,15290
272,789,ВСК,2024-09-08 06:07:23.414809,2025-09-08 06:07:23.414809,21960
273,789,Росгосстрах,2025-09-08 06:07:23.414809,2026-09-08 06:07:23.414809,13989
274,617,РЕСО-Гарантия,2023-12-20 00:57:37.722799,2024-12-19 00:57:37.722799,8214
275,617,ВСК,2024-12-19 00:57:37.722799,2025-12-19 00:57:37.722799,23073
276,617,АльфаСтрахование,2025-12-19 00:57:37.722799,2026-12-19 00:57:37.722799,17121
277,272,Т-Страхование,2025-03-02 23:13:50.430345,2026-03-02 23:13:50.430345,17579
278,272,ВСК,2026-03-02 23:13:50.430345,2027-03-02 23:13:50.430345,9849
279,967,ВСК,2025-10-09 02:32:49.264424,2026-10-09 02:32:49.264424,13876
280,552,РЕСО-Гарантия,2024-09-29 10:59:06.675030,2025-09-29 10:59:06.675030,19672
281,552,ВСК,2025-09-29 10:59:06.675030,2026-09-29 10:59:06.675030,21324
282,884,Ингосстрах,2024-10-03 17:11:42.923326,2025-10-03 17:11:42.923326,7312
283,884,Ингосстрах,2025-10-03 17:11:42.923326,2026-10-03 17:11:42.923326,24685
284,638,Росгосстрах,2025-09-09 11:54:31.828956,2026-09-09 11:54:31.828956,18873
285,184,Ингосстрах,2026-04-29 16:13:45.055690,2027-04-29 16:13:45.055690,19950
286,621,Ингосстрах,2025-04-29 12:45:03.049388,2026-04-29 12:45:03.049388,23404
287,566,РЕСО-Гарантия,2025-11-21 13:04:31.092820,2026-11-21 13:04:31.092820,10730
288,1140,РЕСО-Гарантия,2025-05-09 07:21:44.709528,2026-05-09 07:21:44.709528,5564
289,1124,Ингосстрах,2026-03-16 09:19:49.974995,2027-03-16 09:19:49.974995,23187
290,1144,РЕСО-Гарантия,2024-07-10 19:41:43.046256,2025-07-10 19:41:43.046256,5617
291,1144,ВСК,2025-07-10 19:41:43.046256,2026-07-10 19:41:43.046256,5194
292,790,Ингосстрах,2025-09-21 03:13:20.452023,2026-09-21 03:13:20.452023,24927
293,498,РЕСО-Гарантия,2025-09-23 15:17:59.108177,2026-09-23 15:17:59.108177,12929
